data,create_time
"{""TMP"":[1620],""HR"":[6840],""PRS"":[101900],""FX"":[6],""DO"":[13552],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:08:32.040245+08
"{""TMP"":[1660],""HR"":[6790],""PRS"":[102000],""FS"":[0],""FX"":[5],""DO"":[12456],""wTMP"":[1860],""wPH"":[815],""WL"":[0],""wEC"":[19028],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:07:43.335897+08
"{""TMP"":[1620],""HR"":[6819],""PRS"":[101800],""FX"":[6],""DO"":[13555],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:07:02.522973+08
"{""TMP"":[1670],""HR"":[6830],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12257],""wTMP"":[1850],""wPH"":[816],""WL"":[0],""wEC"":[19082],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:06:23.353495+08
"{""TMP"":[1629],""HR"":[6860],""PRS"":[101900],""FX"":[6],""DO"":[13663],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:05:27.747988+08
"{""TMP"":[1640],""HR"":[6860],""PRS"":[101800],""FX"":[6],""DO"":[13551],""wTMP"":[1900],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:04:46.336237+08
"{""TMP"":[1670],""HR"":[6790],""PRS"":[102000],""FS"":[0],""FX"":[6],""DO"":[12464],""wTMP"":[1840],""wPH"":[816],""WL"":[0],""wEC"":[19081],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:03:49.108046+08
"{""TMP"":[1629],""HR"":[6819],""PRS"":[101900],""FX"":[6],""DO"":[13555],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:03:05.031212+08
"{""TMP"":[1640],""HR"":[6810],""PRS"":[101900],""FX"":[6],""DO"":[13609],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:01:58.611244+08
"{""TMP"":[1679],""HR"":[6790],""PRS"":[102000],""FS"":[0],""FX"":[5],""DO"":[12554],""wTMP"":[1860],""wPH"":[816],""WL"":[0],""wEC"":[19067],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:01:19.325316+08
"{""TMP"":[1640],""HR"":[6830],""PRS"":[101900],""FX"":[6],""DO"":[13557],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:00:55.673316+08
"{""TMP"":[1679],""HR"":[6740],""PRS"":[102000],""FS"":[0],""FX"":[6],""DO"":[12640],""wTMP"":[1840],""wPH"":[816],""WL"":[0],""wEC"":[19075],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:00:15.903679+08
"{""TMP"":[1640],""HR"":[6790],""PRS"":[101900],""FX"":[6],""DO"":[13556],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:59:50.887216+08
"{""TMP"":[1690],""HR"":[6810],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12637],""wTMP"":[1850],""wPH"":[816],""WL"":[0],""wEC"":[19091],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:59:08.86146+08
"{""TMP"":[1650],""HR"":[6810],""PRS"":[101800],""FX"":[6],""DO"":[13610],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:58:42.755094+08
"{""TMP"":[1690],""HR"":[6760],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12678],""wTMP"":[1860],""wPH"":[816],""WL"":[0],""wEC"":[19047],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:58:11.890092+08
"{""TMP"":[1650],""HR"":[6780],""PRS"":[101900],""FX"":[6],""DO"":[13548],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:57:39.85408+08
"{""TMP"":[1700],""HR"":[6790],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12712],""wTMP"":[1850],""wPH"":[817],""WL"":[0],""wEC"":[19078],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:57:04.590183+08
"{""TMP"":[1650],""HR"":[6760],""PRS"":[101900],""FX"":[6],""DO"":[13556],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:56:43.593267+08
"{""TMP"":[1690],""HR"":[6740],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12601],""wTMP"":[1840],""wPH"":[817],""WL"":[0],""wEC"":[19129],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:56:05.286878+08
"{""TMP"":[1650],""HR"":[6719],""PRS"":[101900],""FX"":[6],""DO"":[13608],""wTMP"":[1860],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:55:37.970771+08
"{""TMP"":[1690],""HR"":[6680],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12654],""wTMP"":[1850],""wPH"":[817],""WL"":[0],""wEC"":[19047],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:54:59.95569+08
"{""TMP"":[1650],""HR"":[6700],""PRS"":[101800],""FX"":[6],""DO"":[13556],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:54:35.550197+08
"{""TMP"":[1679],""HR"":[6650],""PRS"":[102000],""FS"":[0],""FX"":[5],""DO"":[12486],""wTMP"":[1860],""wPH"":[817],""WL"":[0],""wEC"":[19049],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:53:56.492136+08
"{""TMP"":[1660],""HR"":[6680],""PRS"":[101800],""FX"":[6],""DO"":[13608],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:53:26.782917+08
"{""TMP"":[1690],""HR"":[6630],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12656],""wTMP"":[1840],""wPH"":[817],""WL"":[0],""wEC"":[19111],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:52:52.347066+08
"{""TMP"":[1670],""HR"":[6740],""PRS"":[101800],""FX"":[6],""DO"":[13660],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:52:23.387145+08
"{""TMP"":[1700],""HR"":[6740],""PRS"":[102000],""FS"":[0],""FX"":[6],""DO"":[12541],""wTMP"":[1860],""wPH"":[817],""WL"":[0],""wEC"":[19052],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:51:48.62898+08
"{""TMP"":[1670],""HR"":[6750],""PRS"":[101900],""FX"":[6],""DO"":[13555],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:51:20.699575+08
"{""TMP"":[1700],""HR"":[6669],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12528],""wTMP"":[1870],""wPH"":[818],""WL"":[0],""wEC"":[19049],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:50:46.498996+08
"{""TMP"":[1670],""HR"":[6719],""PRS"":[101900],""FX"":[6],""DO"":[13555],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:50:16.174195+08
"{""TMP"":[1700],""HR"":[6640],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12600],""wTMP"":[1850],""wPH"":[818],""WL"":[0],""wEC"":[19070],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:49:44.990428+08
"{""TMP"":[1670],""HR"":[6680],""PRS"":[101900],""FX"":[6],""DO"":[13608],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:49:08.596646+08
"{""TMP"":[1700],""HR"":[6560],""PRS"":[102000],""FS"":[0],""FX"":[6],""DO"":[12646],""wTMP"":[1850],""wPH"":[819],""WL"":[0],""wEC"":[19108],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:48:42.937423+08
"{""TMP"":[1670],""HR"":[6660],""PRS"":[101800],""FX"":[6],""DO"":[13554],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:48:04.628539+08
"{""TMP"":[1700],""HR"":[6580],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12610],""wTMP"":[1860],""wPH"":[819],""WL"":[0],""wEC"":[19027],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:47:40.457255+08
"{""TMP"":[1679],""HR"":[6630],""PRS"":[101900],""FX"":[6],""DO"":[13606],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:47:02.040435+08
"{""TMP"":[1710],""HR"":[6560],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12677],""wTMP"":[1860],""wPH"":[819],""WL"":[0],""wEC"":[19081],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:46:39.074379+08
"{""TMP"":[1679],""HR"":[6630],""PRS"":[101900],""FX"":[6],""DO"":[13608],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:45:59.902597+08
"{""TMP"":[1710],""HR"":[6550],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12620],""wTMP"":[1840],""wPH"":[818],""WL"":[0],""wEC"":[19087],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:45:36.186007+08
"{""TMP"":[1679],""HR"":[6590],""PRS"":[101900],""FX"":[6],""DO"":[13553],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:44:57.104211+08
"{""TMP"":[1710],""HR"":[6540],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12663],""wTMP"":[1870],""wPH"":[818],""WL"":[0],""wEC"":[19073],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:44:26.972046+08
"{""TMP"":[1690],""HR"":[6619],""PRS"":[101900],""FX"":[6],""DO"":[13553],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:43:55.191433+08
"{""TMP"":[1720],""HR"":[6569],""PRS"":[102000],""FS"":[0],""FX"":[6],""DO"":[12621],""wTMP"":[1860],""wPH"":[818],""WL"":[0],""wEC"":[19072],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:43:24.579986+08
"{""TMP"":[1690],""HR"":[6590],""PRS"":[101900],""FX"":[6],""DO"":[13608],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:42:52.295508+08
"{""TMP"":[1729],""HR"":[6550],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12309],""wTMP"":[1850],""wPH"":[818],""WL"":[0],""wEC"":[19099],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:42:25.644775+08
"{""TMP"":[1700],""HR"":[6630],""PRS"":[101900],""FX"":[6],""DO"":[13555],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:41:47.999056+08
"{""TMP"":[1740],""HR"":[6619],""PRS"":[102000],""FS"":[0],""FX"":[6],""DO"":[12577],""wTMP"":[1840],""wPH"":[819],""WL"":[0],""wEC"":[19143],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:41:21.76431+08
"{""TMP"":[1710],""HR"":[6660],""PRS"":[101900],""FX"":[6],""DO"":[13606],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:40:51.632345+08
"{""TMP"":[1710],""HR"":[6669],""PRS"":[101900],""FX"":[6],""DO"":[13555],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:39:41.642329+08
"{""TMP"":[1740],""HR"":[6530],""PRS"":[102000],""FS"":[0],""FX"":[4],""DO"":[12512],""wTMP"":[1850],""wPH"":[819],""WL"":[0],""wEC"":[19104],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:39:15.883869+08
"{""TMP"":[1720],""HR"":[6630],""PRS"":[101800],""FX"":[6],""DO"":[13607],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:38:38.451548+08
"{""TMP"":[1750],""HR"":[6569],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12455],""wTMP"":[1840],""wPH"":[819],""WL"":[0],""wEC"":[19136],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:38:14.848307+08
"{""TMP"":[1720],""HR"":[6600],""PRS"":[101900],""FX"":[6],""DO"":[13660],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:37:45.17369+08
"{""TMP"":[1729],""HR"":[6560],""PRS"":[101800],""FX"":[6],""DO"":[13554],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:36:33.142657+08
"{""TMP"":[1760],""HR"":[6519],""PRS"":[102000],""FS"":[0],""FX"":[1],""DO"":[12444],""wTMP"":[1840],""wPH"":[819],""WL"":[0],""wEC"":[19156],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:36:13.349117+08
"{""TMP"":[1740],""HR"":[6530],""PRS"":[101900],""FX"":[6],""DO"":[13605],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:35:32.707499+08
"{""TMP"":[1770],""HR"":[6519],""PRS"":[102000],""FS"":[0],""FX"":[0],""DO"":[12615],""wTMP"":[1860],""wPH"":[819],""WL"":[0],""wEC"":[19084],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:35:11.989903+08
"{""TMP"":[1750],""HR"":[6530],""PRS"":[101900],""FX"":[6],""DO"":[13607],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:34:28.276302+08
"{""TMP"":[1770],""HR"":[6490],""PRS"":[102000],""FS"":[0],""FX"":[6],""DO"":[12297],""wTMP"":[1850],""wPH"":[819],""WL"":[0],""wEC"":[19119],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:34:07.280919+08
"{""TMP"":[1779],""HR"":[6450],""PRS"":[102000],""FS"":[0],""FX"":[6],""DO"":[12529],""wTMP"":[1860],""wPH"":[819],""WL"":[0],""wEC"":[19103],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:33:06.519533+08
"{""TMP"":[1760],""HR"":[6460],""PRS"":[101900],""FX"":[6],""DO"":[13550],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:32:55.125566+08
"{""TMP"":[1790],""HR"":[6440],""PRS"":[102000],""FS"":[0],""FX"":[6],""DO"":[12585],""wTMP"":[1860],""wPH"":[819],""WL"":[0],""wEC"":[19053],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:32:06.070989+08
"{""TMP"":[1770],""HR"":[6490],""PRS"":[101900],""FX"":[6],""DO"":[13553],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:31:52.940334+08
"{""TMP"":[1800],""HR"":[6419],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12532],""wTMP"":[1870],""wPH"":[819],""WL"":[0],""wEC"":[19086],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:31:02.144434+08
"{""TMP"":[1779],""HR"":[6500],""PRS"":[101900],""FX"":[6],""DO"":[13555],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:30:51.312037+08
"{""TMP"":[1800],""HR"":[6350],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12478],""wTMP"":[1850],""wPH"":[819],""WL"":[0],""wEC"":[19139],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:30:00.152163+08
"{""TMP"":[1770],""HR"":[6450],""PRS"":[101900],""FX"":[6],""DO"":[13551],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:29:48.084283+08
"{""TMP"":[1800],""HR"":[6270],""PRS"":[102000],""FS"":[0],""FX"":[6],""DO"":[12525],""wTMP"":[1840],""wPH"":[819],""WL"":[0],""wEC"":[19182],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:28:58.397594+08
"{""TMP"":[1760],""HR"":[6390],""PRS"":[101800],""FX"":[6],""DO"":[13554],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:28:45.33528+08
"{""TMP"":[1800],""HR"":[6130],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12479],""wTMP"":[1860],""wPH"":[819],""WL"":[0],""wEC"":[19117],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:27:57.053961+08
"{""TMP"":[1760],""HR"":[6340],""PRS"":[101900],""FX"":[6],""DO"":[13661],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:27:42.070353+08
"{""TMP"":[1820],""HR"":[6240],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12424],""wTMP"":[1870],""wPH"":[819],""WL"":[0],""wEC"":[19059],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:26:55.176508+08
"{""TMP"":[1779],""HR"":[6370],""PRS"":[101900],""FX"":[6],""DO"":[13607],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:26:39.554288+08
"{""TMP"":[1820],""HR"":[6200],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12398],""wTMP"":[1850],""wPH"":[820],""WL"":[0],""wEC"":[19101],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:25:53.818174+08
"{""TMP"":[1790],""HR"":[6350],""PRS"":[101800],""FX"":[6],""DO"":[13552],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:25:37.275284+08
"{""TMP"":[1840],""HR"":[6200],""PRS"":[102000],""FS"":[0],""FX"":[1],""DO"":[12366],""wTMP"":[1870],""wPH"":[820],""WL"":[0],""wEC"":[19097],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:24:53.162788+08
"{""TMP"":[1800],""HR"":[6280],""PRS"":[101800],""FX"":[6],""DO"":[13606],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:24:30.72414+08
"{""TMP"":[1860],""HR"":[6110],""PRS"":[102000],""FS"":[0],""FX"":[0],""DO"":[12536],""wTMP"":[1860],""WL"":[0],""wEC"":[19105],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:23:49.423155+08
"{""TMP"":[1820],""HR"":[6240],""PRS"":[101800],""FX"":[6],""DO"":[13607],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:23:31.60226+08
"{""TMP"":[1879],""HR"":[6050],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12533],""wTMP"":[1870],""wPH"":[820],""WL"":[0],""wEC"":[19067],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:22:46.116337+08
"{""TMP"":[1840],""HR"":[6100],""PRS"":[101800],""FX"":[6],""DO"":[13606],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:22:25.497432+08
"{""TMP"":[1900],""HR"":[6000],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12406],""wTMP"":[1870],""wPH"":[820],""WL"":[0],""wEC"":[19089],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:21:43.479588+08
"{""TMP"":[1860],""HR"":[6090],""PRS"":[101800],""FX"":[6],""DO"":[13604],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:21:23.332214+08
"{""TMP"":[1920],""HR"":[5810],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12464],""wTMP"":[1870],""wPH"":[821],""WL"":[0],""wEC"":[19091],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:20:42.654352+08
"{""TMP"":[1890],""HR"":[5940],""PRS"":[101800],""FX"":[6],""DO"":[13553],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:20:23.596194+08
"{""TMP"":[1940],""HR"":[5670],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12442],""wTMP"":[1870],""wPH"":[820],""WL"":[0],""wEC"":[19093],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:19:40.047578+08
"{""TMP"":[1920],""HR"":[5810],""PRS"":[101800],""FX"":[6],""DO"":[13552],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:19:18.565016+08
"{""TMP"":[2000],""HR"":[5640],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12341],""wTMP"":[1880],""wPH"":[820],""WL"":[0],""wEC"":[19052],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:18:37.82069+08
"{""TMP"":[1960],""HR"":[5700],""PRS"":[101800],""FX"":[6],""DO"":[13660],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:18:15.573309+08
"{""TMP"":[2029],""HR"":[5470],""PRS"":[102000],""FS"":[0],""FX"":[1],""DO"":[12462],""wTMP"":[1870],""wPH"":[820],""WL"":[0],""wEC"":[19106],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:17:36.464604+08
"{""TMP"":[2000],""HR"":[5610],""PRS"":[101800],""FX"":[6],""DO"":[13607],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:17:14.489289+08
"{""TMP"":[2070],""HR"":[5380],""PRS"":[102000],""FS"":[0],""FX"":[1],""DO"":[12420],""wTMP"":[1880],""wPH"":[820],""WL"":[0],""wEC"":[19070],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:16:33.4265+08
"{""TMP"":[2020],""HR"":[5580],""PRS"":[101800],""FX"":[6],""DO"":[13607],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:16:10.290552+08
"{""TMP"":[2070],""HR"":[5430],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12228],""wTMP"":[1870],""wPH"":[819],""WL"":[0],""wEC"":[19089],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:15:32.884275+08
"{""TMP"":[2040],""HR"":[5500],""PRS"":[101800],""FX"":[6],""DO"":[13604],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:15:07.404281+08
"{""TMP"":[2080],""HR"":[5370],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12488],""wTMP"":[1880],""wPH"":[819],""WL"":[0],""wEC"":[19085],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:14:23.446213+08
"{""TMP"":[2070],""HR"":[5380],""PRS"":[101800],""FX"":[6],""DO"":[13553],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:14:04.277694+08
"{""TMP"":[2140],""HR"":[5190],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12205],""wTMP"":[1870],""wPH"":[819],""WL"":[0],""wEC"":[19105],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:13:20.862659+08
"{""TMP"":[2120],""HR"":[5260],""PRS"":[101800],""FX"":[6],""DO"":[13661],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:13:00.892222+08
"{""TMP"":[2210],""HR"":[5160],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[12379],""wTMP"":[1870],""wPH"":[819],""WL"":[0],""wEC"":[19095],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:12:18.102071+08
"{""TMP"":[2160],""HR"":[5310],""PRS"":[101800],""FX"":[6],""DO"":[13552],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:11:59.402406+08
"{""TMP"":[2250],""HR"":[5120],""PRS"":[101900],""FS"":[0],""FX"":[7],""DO"":[12457],""wTMP"":[1870],""wPH"":[819],""WL"":[0],""wEC"":[19087],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:11:19.063466+08
"{""TMP"":[2180],""HR"":[5310],""PRS"":[101800],""FX"":[6],""DO"":[13552],""wTMP"":[1910],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:10:56.718486+08
"{""TMP"":[2300],""HR"":[4920],""PRS"":[101900],""FS"":[0],""FX"":[6],""DO"":[12403],""wTMP"":[1880],""wPH"":[819],""WL"":[0],""wEC"":[19071],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:10:19.500257+08
"{""TMP"":[2190],""HR"":[5250],""PRS"":[101800],""FX"":[6],""DO"":[13661],""wTMP"":[1900],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:09:52.595638+08
"{""TMP"":[2340],""HR"":[4730],""PRS"":[101900],""FS"":[0],""FX"":[6],""DO"":[12286],""wTMP"":[1860],""wPH"":[819],""WL"":[0],""wEC"":[19126],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:09:14.198355+08
"{""TMP"":[2200],""HR"":[5140],""PRS"":[101800],""FX"":[6],""DO"":[13607],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:08:47.282373+08
"{""TMP"":[2390],""HR"":[4610],""PRS"":[102000],""FS"":[0],""FX"":[5],""DO"":[12453],""wTMP"":[1880],""wPH"":[819],""WL"":[0],""wEC"":[19088],""WD"":[3752],""JD"":[12201]}",4/11/2023 16:08:13.370943+08
